게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
13477,[일반],ㄱㅅㅁ 오늘자 패샨,ㄱㅅㅁ ㅂㄱㅎ 나란히 있는거 봤는데 구라 안치고 둘이 구분 안되더라 ㄷㄷ,오량인 (223.39) 2026.01.01 01:02:06 스크랩 조회 480 추천 3 댓글 1,3,480,2026.01.01 01:02:06,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13477&page=19
13473,[일반],ㅂㅅㅎ,솔직히 학교에서 하는게 뭐임? 주말에도 방학에도 야감하는것도 맨날 학교 나와서 뭐 하던데 그렇게 학교에서 살다싶이 하는 사람이 1학기 수업인 화1 생기부를 아직도 안써서 지금 쓰고있는게 말이 되냐 ???,오량인 (211.244) 2025.12.31 13:29:19 스크랩 조회 710 추천 17 댓글 2,17,710,2025.12.31 13:29:19,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13473&page=19
13478,[일반],새해 복 많이 받아라,낭만 죽이네 이따가 버거 하나 뿌림 - dc official App,CloudR 2026.01.01 05:55:56 스크랩 조회 265 추천 1 댓글 3,1,265,2026.01.01 05:55:56,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13478&page=19
13476,[일반],새해복,뺑이 쳐라 08 09들 새로 들어올 10들은 적응 열심히 하고,Ephemeral_ 2026.01.01 00:05:36 스크랩 조회 493 추천 15 댓글 6,15,493,2026.01.01 00:05:36,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13476&page=19
13475,[일반],08들아,이제 고3이다.... - dc official App,이것만하고공부함 2025.12.31 21:31:09 스크랩 조회 384 추천 4 댓글 1,4,384,2025.12.31 21:31:09,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13475&page=19
13471,[일반],오늘 ㅂㅅㅎ ㄹㅈㄷ,자기네 반 쓰레기 옆 3학년 교실에 버리라고 시켰다가 ㅇㅅㄷ한테 걸려가지고 개털림ㅋㅋㅋ 이런게 선생인거부터 킵더베이직 안지켜지는거 아니냐 - dc official App,오량인 (223.62) 2025.12.31 12:06:52 스크랩 조회 782 추천 19 댓글 1,19,782,2025.12.31 12:06:52,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13471&page=19
13470,[일반],고라니 어디감,고라니라니가 사라져써,CloudR 2025.12.31 08:18:24 스크랩 조회 434 추천 7 댓글 8,7,434,2025.12.31 08:18:24,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13470&page=19
13469,[일반],너네 봉사시간 몇시간임,난 1학년 20 2학년 72,ㅇㅇ (110.8) 2025.12.31 01:50:00 스크랩 조회 419 추천 1 댓글 9,1,419,2025.12.31 01:50:00,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13469&page=19
13468,[일반],주딱,그래서 내년에 누가 되는거노? 오늘부터 방학인데 이제 정해야 하는거 아니노? 설마 파인더 세습 반복이면 디시에 똥글 싸지를거니까 인맥 세습은 하지 마라 ㅇㅇ,오량인 (38.68) 2025.12.31 01:06:43 스크랩 조회 338 추천 6 댓글 7,6,338,2025.12.31 01:06:43,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13468&page=19
13467,[일반],에너지 에듀페스타가 뭐임?,수상팀에 대신고 3팀 충남고 1팀이라던데,ㅇㅇ (223.39) 2025.12.30 23:43:02 스크랩 조회 303 추천 2 댓글 2,2,303,2025.12.30 23:43:02,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13467&page=19
13466,[일반],문과 2등급,생기부 진짜 개차반만 아니면 후반대여도 중경외시는 뚫음?,오량인 (211.58) 2025.12.30 23:25:41 스크랩 조회 404 추천 0 댓글 3,0,404,2025.12.30 23:25:41,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13466&page=19
13465,[일반],일반전형 합격자,"이번 일반전형 합격자들중 280명중에 160,170점대는 대충 몇명정도 합격했을까?",오량인 (211.235) 2025.12.30 22:22:41 스크랩 조회 365 추천 1 댓글 2,1,365,2025.12.30 22:22:41,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13465&page=19
13464,[일반],07 입시 대박은,ㄴㅊㅎ ㅇㅈㄱ 덕분이지,오량인 (211.235) 2025.12.30 19:33:00 스크랩 조회 636 추천 3 댓글 2,3,636,2025.12.30 19:33:00,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13464&page=19
13463,[일반],오비디언이 그립다,오비디언 돌아와라,ㅇㅇ (117.111) 2025.12.30 19:24:46 스크랩 조회 236 추천 6 댓글 1,6,236,2025.12.30 19:24:46,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13463&page=19
13462,[일반],인공지능 기초생기부 나왔었음?,본 기억이 없는 거 같은데,오량인 (104.28) 2025.12.30 17:02:44 스크랩 조회 279 추천 0 댓글 1,0,279,2025.12.30 17:02:44,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13462&page=19
13461,[일반],진짜 소신발언 하면,매점에 봉봉 레몬맛 있을때가 좋았음,오량인 (14.50) 2025.12.30 16:59:21 스크랩 조회 416 추천 5 댓글 1,5,416,2025.12.30 16:59:21,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13461&page=19
13459,[일반],ㅠㅠ,인하대 아주대 는 보통 몇 ~ 몇 등급 학생들이 지원하고 안덩적으로 붙나요 ㅠㅠ,오량인 (14.50) 2025.12.30 10:39:36 스크랩 조회 339 추천 0 댓글 2,0,339,2025.12.30 10:39:36,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13459&page=19
13460,[일반],역대 대신고 입결 vs 07 입결,어떤거같노?,오량인 (58.121) 2025.12.30 14:35:06 스크랩 조회 896 추천 1 댓글 4,1,896,2025.12.30 14:35:06,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13460&page=19
13457,[일반],10 이과 문과 상관없이 동아리 추천,닥치고 무조건 아트 앤 디자인 가라 거긴 선생부터가 ㅈㄴ 괴물에 생기부 1대1 상담도 정성껏 해주는 씹고트 동아리다ㅇㅇ,오량인 (1.227) 2025.12.30 03:33:49 스크랩 조회 566 추천 14 댓글 3,14,566,2025.12.30 03:33:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13457&page=19
13458,[일반],5등급제,5등급제 내신 2.9면 어디갈수있나요 9등급제 가준 4.9 정도입니다.. 생기부는 나쁘지않습니다,오량인 (14.50) 2025.12.30 08:41:26 스크랩 조회 610 추천 0 댓글 13,0,610,2025.12.30 08:41:26,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13458&page=19
13456,[일반],동아리 추천(이과),"파인더(고트) 액트(고트) 스테미너스(SW,HW,NS 이과 융합동아리 여긴 작년에 2등이였던걸로앎 그래서 이번년도에 좀 뜨고 동아리 들으면 오~나오는게 딱 여기부터) 날샘(SW,NS 생명쪽이 중점적일거임 스마트팜 많이하고 SW는 극소수) 크리(SW,HW 여긴 화장단이 ㅂㅅ이였다가 09부턴 ㄱㅊ아질거라는 전망) 난 갠적으로 스 날 크 이 순이긴한데 논란 많을듯 뮤테(공부하는 선배들 많음)-메디컬,자연과학 캡슐(여긴 뭐하는지는 모름)-자연과학 아멘(SW,HW) 클라우드(SW) 번외) 플컴(여기도 좋음)-이과도 좋고 문과도 좋은디 행사운영 관심잇는 친구면 가기 좋음 굿윌(문과쪽이였다가 요즘에 이과도 다수들어와서 내년부터 다시뜰수도있음-일단 이번년도는 좆망)",오량인 (211.230) 2025.12.29 23:56:49 스크랩 조회 577 추천 5 댓글 14,5,577,2025.12.29 23:56:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13456&page=19
13450,[일반],대신고 평균 확실하다,뭔 학교 공지사항이 밥먹듯 털리냐,오량인 (104.28) 2025.12.29 19:33:28 스크랩 조회 711 추천 7 댓글 5,7,711,2025.12.29 19:33:28,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13450&page=19
13448,[일반],님들 상 받아서 뭐함?,ㅇㅊㅍ 대입 반영 안되는데 ㅋㅋㅋ,오량인 (14.50) 2025.12.29 09:58:36 스크랩 조회 580 추천 3 댓글 10,3,580,2025.12.29 09:58:36,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13448&page=19
13444,[일반],10 축구,대신고 자율 축구 동아리 들어갈려면 어떻게 해야하나요 면접 같은 거 봐야하나요?? 꼭 잘해야만 들어갈 수 있는지 궁금합니다,오량인 (112.150) 2025.12.28 22:20:19 스크랩 조회 439 추천 1 댓글 1,1,439,2025.12.28 22:20:19,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13444&page=19
13447,[일반],니들 치킨 머 좋아하냐,2마리 가지고 올건데 ㅊㅊ받음 1월 초중에 뿌린다 ㅇㅇ,Ephemeral_ 2025.12.29 01:31:02 스크랩 조회 443 추천 2 댓글 9,2,443,2025.12.29 01:31:02,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13447&page=19
13446,[일반],10 동아리 추천,무조건 아트 앤 디자인 가라 담당쌤이 ㄹㅇ 사람의 범주를 넘어선 고트여서 일단 들어가면 상 상 이상의 것들을 경험하게 될거다,오량인 (1.227) 2025.12.29 01:26:45 스크랩 조회 683 추천 18 댓글 3,18,683,2025.12.29 01:26:45,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13446&page=19
13445,[열람주의❗],주딱 게이는 들어라,치킨 언제 뿌리냐 준다해놓고 벌써 연말이다 이ㅆ놈아 설마 안줄라고 잠수탄건 아니겠지?? 그래서 그동안 안드러낸거였노 치킨말고 버거가져오기만 해봐라 각오해라,ㅇㅇ (116.125) 2025.12.28 23:20:51 스크랩 조회 562 추천 1 댓글 8,1,562,2025.12.28 23:20:51,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13445&page=19
13442,[일반],07 입결 나왔다,이번에 연고대 늘어난거 보면 확실히 신기하다. 수고했다 07들아,오량인 (121.159) 2025.12.28 21:13:09 스크랩 조회 1307 추천 15 댓글 18,15,1307,2025.12.28 21:13:09,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13442&page=19
13441,[동아리],문과동아리 좋은데 들어가려면 무엇을 준비해야할까요,시키는대로 하겠읍니다 - dc official App,오량인 (110.8) 2025.12.28 19:40:42 스크랩 조회 390 추천 0 댓글 2,0,390,2025.12.28 19:40:42,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13441&page=19
13440,[일반],6떨들은 흔들리지 말고 들어라,들었으면 출발 - dc official App,오량인 (182.226) 2025.12.28 18:52:38 스크랩 조회 826 추천 26 댓글 3,26,826,2025.12.28 18:52:38,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13440&page=19
13439,[일반],파인더,Ask Me Anything https://www.instagram.com/finder_ama/ 괜히 이상한 글 싸지 말고 여따 질문해라 - dc official App,g__9__7 2025.12.28 16:50:34 스크랩 조회 616 추천 8 댓글 9,8,616,2025.12.28 16:50:34,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13439&page=19
13438,[일반],06중에,3점대인데 고른기회로 연대가신분 내신이랑 활동이 얼마나 되시는지 알수있나요,오량인 (211.230) 2025.12.28 16:27:29 스크랩 조회 349 추천 0 댓글 2,0,349,2025.12.28 16:27:29,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13438&page=19
13437,[동아리],저번에 만들었던 동아리 글 정리,파인더 https://gall.dcinside.com/mgallery/board/view?id=daeshinhigh&no=10888 파인더를 고민하는 09들에게 - 대전대신고 마이너 갤러리 파인더를 고민하는 09들에게 gall.dcinside.com 액트 https://gall.dcinside.com/mgallery/board/view?id=daeshinhigh&no=10849 액트를 고민하는 09들에게 - 대전대신고 마이너 갤러리 액트를 고민하는 09들에게 gall.dcinside.com 굿윌 https://gall.dcinside.com/mgallery/board/view?id=daeshinhigh&no=10903 굿윌을 고민하는 09들에게 - 대전대신고 마이너 갤러리 굿윌을 고민하는 09들에게 gall.dcinside.com 원프레스 https://gall.dcinside.com/mgallery/board/view?id=daeshinhigh&no=10918 원프레스를 고민하는 09들에 - 대전대신고 마이너 갤러리 원프레스를 고민하는 09들에 gall.dcinside.com 날샘 https://gall.dcinside.com/mgallery/board/view?id=daeshinhigh&no=10919 날샘을 고민하는 09들에게 - 대전대신고 마이너 갤러리 날샘을 고민하는 09들에게 gall.dcinside.com 슬슬 동아리에 대해 관심이 많아진 것 같은데 궁금한거 있으면 물어보셈,CloudR 2025.12.28 14:49:49 스크랩 조회 534 추천 3 댓글 1,3,534,2025.12.28 14:49:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13437&page=19
13435,[일반],10들아,부장쌤 ㄱㅊㄱ쌤이던데 너넨 ㅈ된거라 보면 됨 ㅋㅋㅋㅋ,오량인 (211.235) 2025.12.28 13:53:49 스크랩 조회 443 추천 5 댓글 5,5,443,2025.12.28 13:53:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13435&page=20
13429,[일반],나는 07이라 기억 잘 안나는데 입학할 때 점수,중학교 때 올 A만 받고 반장 그런 거 없으면 몇점임? 한 과목 B면 몇 점씩 까이고 - dc official App,불공평한도장 2025.12.27 23:03:55 스크랩 조회 369 추천 0 댓글 3,0,369,2025.12.27 23:03:55,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13429&page=20
13430,[질문],모고 내신 등급,이번 입학하는 10인데 시험보면 보통 모고 등급이랑 내신 등급 비슷하나요?,오량인 (114.207) 2025.12.27 23:46:50 스크랩 조회 422 추천 1 댓글 3,1,422,2025.12.27 23:46:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13430&page=20
13436,[일반],크리,크리에이터는 별로인가요,오량인 (124.60) 2025.12.28 14:07:07 스크랩 조회 331 추천 0 댓글 2,0,331,2025.12.28 14:07:07,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13436&page=20
13431,[일반],삶과 종교 학원 추천 좀 해주세요,비인기라 그런지 학원이 안보이네요 ㅠㅠ - dc official App,오량인 (1.245) 2025.12.28 00:13:16 스크랩 조회 450 추천 12 댓글 1,12,450,2025.12.28 00:13:16,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13431&page=20
13433,[열람주의❗],이거 뭐임?,,오량인 (14.6) 2025.12.28 03:12:41 스크랩 조회 542 추천 7 댓글 2,7,542,2025.12.28 03:12:41,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13433&page=20
13432,[일반],08 선배다.,나 때는 언어영역이고 듣기평가도 뵜다. 후배님들 힘내라.,ㅇㅇ (125.138) 2025.12.28 01:45:50 스크랩 조회 447 추천 0 댓글 2,0,447,2025.12.28 01:45:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13432&page=20
13434,[일반],10 파인더,이번에 대신고 오는데 공학 좋아하고 3D모델링이랑 소프트웨어 기본 어느정도 할줄 아는데 동아리 파인더가 좋나요? 아니면 추천 해 주십쇼,오량인 (59.27) 2025.12.28 11:47:32 스크랩 조회 567 추천 1 댓글 12,1,567,2025.12.28 11:47:32,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13434&page=20
13428,[열람주의❗],임마 왜 또 이러노..,https://www.dshs.kr/bbs/board.php?bo_table=3827&wr_id=311690 왜 계속 터지냐 ㅋㅋ 담당일진 있음? 이러니까 10들이 대신고를 좆으로 보1지,오량인 (59.26) 2025.12.27 16:52:58 스크랩 조회 612 추천 5 댓글 2,5,612,2025.12.27 16:52:58,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13428&page=20
13426,[질문],학원 추천 ㄱㄱ,언매 학원 추천좀 ㄷㅁ는 시간대가 안맞음 - dc official App,오량인 (211.38) 2025.12.27 11:33:47 스크랩 조회 543 추천 2 댓글 5,2,543,2025.12.27 11:33:47,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13426&page=20
13425,[일반],그래서 홈페이지 복구 언제인지 아시는분?,홈페이지에 합격자 확인 링크 같은거 언제 올라옴,오량인 (59.27) 2025.12.27 10:37:56 스크랩 조회 312 추천 0 댓글 2,0,312,2025.12.27 10:37:56,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13425&page=20
13427,[일반],대신고 유도,학교 채육시간에 하는거 말고 자율동아리 같은거나 그런거 있음? 농구나 축구같은거처럼 대회도 나갈수있는지 궁금,오량인 (211.235) 2025.12.27 11:37:14 스크랩 조회 548 추천 1 댓글 5,1,548,2025.12.27 11:37:14,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13427&page=20
13423,[일반],올해 자퇴 왤케 많음,ㅎㅅㅎ도 자퇴했구나 학생회 부장에 학급 반장 아니었나,오량인 (146.70) 2025.12.27 01:10:35 스크랩 조회 569 추천 7 댓글 0,7,569,2025.12.27 01:10:35,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13423&page=20
13422,[일반],약 10년전 대신고,"안녕~ 나는 대신고가 자사고로 막 전환되고 들어온 지금은 직장인 졸업생이야~ 대신고 갤러리 있어서 우연히 글 적어봤어 내가 고3때 ㅇㅅㅁ ㅅㅎㅊ 선생님이 학교에 처음 오셨을때니깐 시간이 많이 지났다 그만큼 나도 늙었고ㅠ ㅇㅅㅁ쌤 1년차때는 주걱으로 반 애들 다 기강잡고 그때 대신고 불타는 주걱이라는 별명도 생겼지 내가 입학할때는 자사고 막 시작할때라 대신고도 미달 나왔던 시절이 있었지  학생들 수준도 높지는 않고 앞에 알리딘 pc방이 있었는데 방과후나 야자 도망간 애들 선생님들이 잡아와서 단체로 ㅈㄴ때리고 할때가 있었지 근데 애들은 쌤들 피해 복수동 pc방으로 도망가고 너무 옛날 얘기긴 하지 지금도 그러는지 모르겠지만 그때는 주머니에 폰 보였다 하면 최소 두달압수하고 그랬지 또 서울대 최종합격 한명밖에 안나왔는데 지금 입결 많이 좋아졌더라 10여년 전 그때 방충망 구멍나면 벌레 들어와서 종이로 구멍막고 그랬는데 요즘은 시설 어떤지 모르겠다... 자전거 타고 출근하시는 ㅊㅈㅇ 선생님 그리고 ㅇㅈㄱ,ㅇㅎㅌ,ㅅㅇㅇ 선생님 기억나고 지각하면 발전기금 걷으시는 ㅊㅈㅁ 선생님,그시절 일요일까지 전원 자습시키고 가장 무서웠던 선생님 중 한분이신 ㅎㅈㅅ 선생님 기억나고 다른 선생님들은 다 모르겠네..",오량인 (118.235) 2025.12.27 00:17:02 스크랩 조회 1063 추천 20 댓글 4,20,1063,2025.12.27 00:17:02,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13422&page=20
